PropertyCategory,DateOfCall,Notional Cost (£)
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Road Vehicle,19 Aug 2021,704.0
Dwelling,19 Aug 2021,0.0
Other Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Road Vehicle,19 Aug 2021,704.0
Other Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Road Vehicle,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,704.0
Outdoor,19 Aug 2021,0.0
Dwelling,19 Aug 2021,3168.0
Road Vehicle,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Dwelling,19 Aug 2021,0.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor Structure,19 Aug 2021,704.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,704.0
Non Residential,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Other Residential,19 Aug 2021,704.0
Outdoor,19 Aug 2021,352.0
Road Vehicle,19 Aug 2021,352.0
Outdoor,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Other Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Other Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,10912.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,704.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,1056.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,704.0
Dwelling,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,2816.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor Structure,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Outdoor Structure,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Road Vehicle,19 Aug 2021,704.0
Non Residential,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor Structure,19 Aug 2021,352.0
Other Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Road Vehicle,19 Aug 2021,1056.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Other Residential,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Non Residential,19 Aug 2021,352.0
Non Residential,19 Aug 2021,704.0
Other Residential,19 Aug 2021,704.0
Dwelling,19 Aug 2021,352.0
Outdoor,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Outdoor Structure,19 Aug 2021,352.0
Non Residential,19 Aug 2021,1056.0
Outdoor,19 Aug 2021,352.0
Dwelling,19 Aug 2021,352.0
Dwelling,20 Aug 2021,704.0
Dwelling,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,1056.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,704.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Other Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Outdoor Structure,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Outdoor Structure,20 Aug 2021,1056.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Outdoor Structure,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,1408.0
Other Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Other Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,704.0
Dwelling,20 Aug 2021,2112.0
Dwelling,20 Aug 2021,352.0
Other Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,1408.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,1760.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,704.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,704.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,704.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Other Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,1056.0
Outdoor Structure,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Other Residential,20 Aug 2021,352.0
Outdoor Structure,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Dwelling,20 Aug 2021,1760.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Road Vehicle,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Other Residential,20 Aug 2021,352.0
Outdoor,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
Non Residential,20 Aug 2021,352.0
Dwelling,20 Aug 2021,352.0
