IncidentGroup,DateOfCall,Notional Cost (£)
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,704.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,1760.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,1056.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,704.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,704.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,704.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Fire,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,704.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,1056.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,1408.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Fire,2021-11-14,1760.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,704.0
False Alarm,2021-11-14,1056.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,1056.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,1056.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,1056.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,1056.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,704.0
False Alarm,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,4224.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,1760.0
Special Service,2021-11-14,352.0
Fire,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
False Alarm,2021-11-14,352.0
Fire,2021-11-14,352.0
Special Service,2021-11-14,1760.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,352.0
Special Service,2021-11-14,704.0
False Alarm,2021-11-14,352.0
Special Service,2021-11-15,352.0
Special Service,2021-11-15,352.0
Fire,2021-11-15,704.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Special Service,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,352.0
Special Service,2021-11-15,704.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,352.0
Special Service,2021-11-15,352.0
Fire,2021-11-15,704.0
Special Service,2021-11-15,352.0
Special Service,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Special Service,2021-11-15,352.0
Fire,2021-11-15,1056.0
Fire,2021-11-15,352.0
Special Service,2021-11-15,352.0
Fire,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,704.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,704.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,352.0
Fire,2021-11-15,2464.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Special Service,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Special Service,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Special Service,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
Fire,2021-11-15,704.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,704.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
False Alarm,2021-11-15,352.0
